category,agency,account,project,state,amount,origination,requestor_one_full_name,requestor_one_bioguide_id,requestor_one_chamber,requestor_one_party,requestor_two_full_name,requestor_two_bioguide_id,requestor_two_chamber,requestor_two_party,member_state,LES,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","Commerce, Justice, Science, and Related Agencies",Defense,"Energy and Water Development, and Related Agencies",Financial Services and General Government,Homeland Security,"Interior, Environment, and Related Agencies","Labor, Health and Human Services, Education, and Related Agencies","Military Construction, Veterans Affairs, and Related Agencies","Transportation, and Housing and Urban Development, and Related Agencies",Relevant_Committee,party_status_majority
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Natural Resources Conservation Service,Conservation Operations,Long Island Sound Coastal Zone Soil Survey,CT,5000000.0,S,Richard Blumenthal,B001277,sen,Democrat,Christopher Murphy,M001169,sen,Democrat,CT,1.1462339162826538,0,1,1,0,0,0,0,0,1,0,0,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Natural Resources Conservation Service,Conservation Operations,River Habitat Restoration and Conservation Initiative,IL,1000000.0,S,Richard J. Durbin,D000563,sen,Democrat,None,None,None,None,IL,1.782782793045044,1,1,0,0,1,0,0,0,0,0,1,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Natural Resources Conservation Service,Conservation Operations,Carbon Management and Soil Health,NM,995000.0,S,Martin Heinrich,H001046,sen,Democrat,Ben Ray Luján,L000570,sen,Democrat,NM,0.89659184217453,0,0,1,0,1,0,1,0,0,0,0,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Natural Resources Conservation Service,Conservation Operations,Education and Agricultural Training Outreach,NM,50000.0,S,Martin Heinrich,H001046,sen,Democrat,Ben Ray Luján,L000570,sen,Democrat,NM,0.89659184217453,0,0,1,0,1,0,1,0,0,0,0,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Natural Resources Conservation Service,Conservation Operations,Sustainable and Regenerative agriculture practices,NM,100000.0,S,Martin Heinrich,H001046,sen,Democrat,None,None,None,None,NM,0.89659184217453,0,0,1,0,1,0,1,0,0,0,0,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Natural Resources Conservation Service,Conservation Operations,Water Irrigation Infrastructure,NM,82000.0,S,Ben Ray Luján,L000570,sen,Democrat,None,None,None,None,NM,1.4942545890808105,1,1,0,0,1,0,0,1,0,0,1,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Natural Resources Conservation Service,Conservation Operations,Reduce Runoff Contamination in the Great Lakes,OH,263000.0,S,Sherrod Brown,B000944,sen,Democrat,None,None,None,None,OH,1.41644287109375,1,0,0,0,1,0,0,0,1,1,1,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Natural Resources Conservation Service,Conservation Operations,Tree Restoration,OH,1500000.0,S,Sherrod Brown,B000944,sen,Democrat,None,None,None,None,OH,1.41644287109375,1,0,0,0,1,0,0,0,1,1,1,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Natural Resources Conservation Service,Conservation Operations,McKay Irrigation Efficiency Project,OR,750000.0,S,Jeff Merkley,M001176,sen,Democrat,Ron Wyden,W000779,sen,Democrat,OR,1.6282490491867065,1,0,0,1,1,0,0,0,0,1,1,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Natural Resources Conservation Service,Conservation Operations,Halfmoon Creek Watershed Management Plan,PA,1063000.0,S,"Robert P. Casey, Jr.",C001070,sen,Democrat,None,None,None,None,PA,1.5613142251968384,0,0,1,0,1,0,0,1,0,0,0,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Natural Resources Conservation Service,Conservation Operations,Susquehanna River Basin Restoration—Pequea Creek Watershed Plan,PA,2184000.0,S,Benjamin L. Cardin,C000141,sen,Democrat,"Robert P. Casey, Jr.",C001070,sen,Democrat,MD,1.5727241039276123,1,0,0,1,1,0,0,0,0,1,1,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Natural Resources Conservation Service,Conservation Operations,Esek Hopkins Reforestation,RI,290000.0,S,Jack Reed,R000122,sen,Democrat,None,None,None,None,RI,0.9055533409118652,0,0,1,0,1,0,0,0,1,1,0,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Natural Resources Conservation Service,Conservation Operations,Technical Assistance for Beginning Farmers,RI,84000.0,S,Sheldon Whitehouse,W000802,sen,Democrat,None,None,None,None,RI,0.34029924869537354,1,1,0,1,1,0,0,0,0,1,1,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Natural Resources Conservation Service,Conservation Operations,Farmland Futures Fund,VT,5000000.0,S,Patrick J. Leahy,L000174,sen,Democrat,None,None,None,None,VT,0.4219821095466614,1,1,0,0,1,0,0,0,0,0,1,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Natural Resources Conservation Service,Conservation Operations,Gillett Dam Replacement,VT,250000.0,S,Patrick J. Leahy,L000174,sen,Democrat,None,None,None,None,VT,0.4219821095466614,1,1,0,0,1,0,0,0,0,0,1,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Natural Resources Conservation Service,Conservation Operations,Infrastructure Projects,VT,500000.0,S,Patrick J. Leahy,L000174,sen,Democrat,None,None,None,None,VT,0.4219821095466614,1,1,0,0,1,0,0,0,0,0,1,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Natural Resources Conservation Service,Conservation Operations,Regenerative Soil Capacity and Improved Soil Health,VT,500000.0,S,Bernard Sanders,S000033,sen,Independent,None,None,None,None,VT,0.19950705766677856,1,0,0,1,1,0,1,1,1,1,1,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Rural Development,"Distance Learning, Telemedicine, and Broadband Program",Rural Telemedicine Initiative,IL,115000.0,S,Richard J. Durbin,D000563,sen,Democrat,None,None,None,None,IL,1.782782793045044,1,1,0,0,1,0,0,0,0,0,1,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Rural Development,"Distance Learning, Telemedicine, and Broadband Program",Ben Archer Health Center Telemedicine,NM,104000.0,S,Martin Heinrich,H001046,sen,Democrat,Ben Ray Luján,L000570,sen,Democrat,NM,0.89659184217453,0,0,1,0,1,0,1,0,0,0,0,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Rural Development,"Distance Learning, Telemedicine, and Broadband Program",New Mexico State Library,NM,890000.0,S,Martin Heinrich,H001046,sen,Democrat,Ben Ray Luján,L000570,sen,Democrat,NM,0.89659184217453,0,0,1,0,1,0,1,0,0,0,0,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Rural Development,"Distance Learning, Telemedicine, and Broadband Program",Telehealth Services,VT,500000.0,S,Bernard Sanders,S000033,sen,Independent,None,None,None,None,VT,0.19950705766677856,1,0,0,1,1,0,1,1,1,1,1,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Rural Development,"Distance Learning, Telemedicine, and Broadband Program",Distance Learning,WV,328000.0,S,Shelley Moore Capito,C001047,sen,Republican,None,None,None,None,WV,0.2717813551425934,1,1,0,1,1,0,0,0,0,1,1,0
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Rural Development,"Distance Learning, Telemedicine, and Broadband Program",Dual Enrollment Hub Sites,WV,111000.0,S,Shelley Moore Capito,C001047,sen,Republican,"Joe Manchin, III",M001183,sen,Democrat,WV,0.2717813551425934,1,1,0,1,1,0,0,0,0,1,1,0
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Rural Development,"Distance Learning, Telemedicine, and Broadband Program",Pocahontas County Distance Learning,WV,462000.0,S,Shelley Moore Capito,C001047,sen,Republican,"Joe Manchin, III",M001183,sen,Democrat,WV,0.2717813551425934,1,1,0,1,1,0,0,0,0,1,1,0
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",General Provisions,General Provision,National Farm to School Institute,VT,5000000.0,S,Patrick J. Leahy,L000174,sen,Democrat,None,None,None,None,VT,0.4219821095466614,1,1,0,0,1,0,0,0,0,0,1,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",General Provisions,General Provision,Institute for Rural Partnerships,VT,10000000.0,S,Patrick J. Leahy,L000174,sen,Democrat,None,None,None,None,VT,0.4219821095466614,1,1,0,0,1,0,0,0,0,0,1,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Natural Resources Conservation Service,Watershed and Flood Prevention Operations,Dam No. 21 Flood Mitigation,KS,450000.0,S,Jerry Moran,M000934,sen,Republican,None,None,None,None,KS,1.1787668466567993,0,1,0,0,1,0,0,1,1,1,0,0
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Natural Resources Conservation Service,Watershed and Flood Prevention Operations,Preliminary studies of new water supply reservoir,KS,50000.0,S,Jerry Moran,M000934,sen,Republican,None,None,None,None,KS,1.1787668466567993,0,1,0,0,1,0,0,1,1,1,0,0
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Natural Resources Conservation Service,Watershed and Flood Prevention Operations,Mississippi Flood mitigation,MS,8400000.0,S,Cindy Hyde-Smith,H001079,sen,Republican,None,None,None,None,MS,0.02246854454278946,1,0,0,0,1,0,1,0,0,0,1,0
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Natural Resources Conservation Service,Watershed and Flood Prevention Operations,East Fork Irrigation Modernization,OR,2500000.0,S,Jeff Merkley,M001176,sen,Democrat,Ron Wyden,W000779,sen,Democrat,OR,1.6282490491867065,1,0,0,1,1,0,0,0,0,1,1,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Natural Resources Conservation Service,Watershed and Flood Prevention Operations,Ochoco Irrigation District Watershed Projects,OR,4875000.0,S,Jeff Merkley,M001176,sen,Democrat,Ron Wyden,W000779,sen,Democrat,OR,1.6282490491867065,1,0,0,1,1,0,0,0,0,1,1,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Natural Resources Conservation Service,Watershed and Flood Prevention Operations,Wallowa Lake Dam Rehabilitation Project,OR,2000000.0,S,Jeff Merkley,M001176,sen,Democrat,Ron Wyden,W000779,sen,Democrat,OR,1.6282490491867065,1,0,0,1,1,0,0,0,0,1,1,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Natural Resources Conservation Service,Watershed and Flood Prevention Operations,Pocasset River Flood Damage Reduction,RI,5000000.0,S,Jack Reed,R000122,sen,Democrat,None,None,None,None,RI,0.9055533409118652,0,0,1,0,1,0,0,0,1,1,0,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Agricultural Research Service,Buildings and Facilities,Plant Germplasm Research Facility,WI,39700000.0,H/S,Mark Pocan,P000607,rep,Democrat,Tammy Baldwin,B001230,sen,Democrat,WI,0.7910237312316895,0,0,0,0,1,0,0,1,0,0,0,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Rural Development,Community Facilities,Superior Entrepreneurship and Innovation Center,AZ,2000000.0,H/S,Tom O’Halleran,O000171,rep,Democrat,Mike Kelly,K000376,rep,Republican,AZ,2.1424174308776855,1,1,0,0,0,0,0,0,0,0,1,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Rural Development,Community Facilities,North San Joaquin Water Conservation District,CA,1000000.0,H/S,Jerry McNerney,M001166,rep,Democrat,Alex Padilla,P000145,sen,Democrat,CA,0.9214003086090088,0,1,0,1,0,0,0,0,0,0,0,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Rural Development,Community Facilities,LeRoy Park Safety Modernization,CA,1700000.0,H/S,Salud O. Carbajal,C001112,rep,Democrat,Dianne Feinstein,F000062,sen,Democrat,CA,1.235649824142456,1,0,1,1,0,0,0,0,1,1,1,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Rural Development,Community Facilities,North San Juan Fire Suppresion System,CA,1050000.0,H/S,Doug LaMalfa,L000578,rep,Republican,Dianne Feinstein,F000062,sen,Democrat,CA,0.6569429636001587,1,0,0,1,0,0,0,0,0,1,1,0
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Rural Development,Community Facilities,MA’O Organic Farms Infrastructure,HI,896000.0,H/S,Kaiali’i Kahele,K000396,rep,Democrat,Mazie K. Hirono,H001042,sen,Democrat,HI,1.0495576858520508,1,0,1,1,0,0,0,0,1,1,1,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Rural Development,Community Facilities,4–H Innovation and Learning Center,ME,450000.0,H/S,Chellie Pingree,P000597,rep,Democrat,"Angus S. King, Jr.",K000383,sen,Independent,ME,0.5128089785575867,1,0,0,0,1,0,0,0,0,0,1,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Rural Development,Community Facilities,Essex County Ag and Youth Center,NY,997000.0,H/S,Elise M. Stefanik,S001196,rep,Republican,Kirsten E. Gillibrand,G000555,sen,Democrat,NY,0.663739800453186,0,0,1,0,0,1,0,1,1,0,0,0
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Rural Development,Community Facilities,M–ARK Child Care Project,NY,100000.0,H/S,Antonio Delgado,D000630,rep,Democrat,Charles E. Schumer,S000148,sen,Democrat,NY,1.4886956214904785,0,0,0,0,0,0,0,0,0,0,0,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Rural Development,Community Facilities,Royalton-Hartland Agricultural Learning Lab,NY,515685.0,H/S,Chris Jacobs,J000020,rep,Republican,Kirsten E. Gillibrand,G000555,sen,Democrat,NY,0.32160037755966187,1,0,0,0,1,0,0,0,0,0,1,0
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Rural Development,Community Facilities,Holden Community Center,RI,2000000.0,H/S,David N. Cicilline,C001084,rep,Democrat,Jack Reed,R000122,sen,Democrat,RI,3.2332584857940674,0,1,0,0,0,1,0,0,0,0,0,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Rural Development,Community Facilities,Port Angeles Food Bank Expansion,WA,900000.0,H/S,Derek Kilmer,K000381,rep,Democrat,Maria Cantwell,C000127,sen,Democrat,WA,1.7441574335098267,0,0,0,0,1,0,0,0,0,0,0,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Rural Development,Community Facilities,Sauk-Suiattle Community Center,WA,210000.0,H/S,Suzan K. DelBene,D000617,rep,Democrat,Maria Cantwell,C000127,sen,Democrat,WA,1.422556757926941,0,0,0,0,1,0,0,0,0,0,0,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Agricultural Research Service,Buildings and Facilities,US Sheep Experiment Station Infrastructure Improvements,ID,4200000.0,H,Michael K. Simpson,S001148,rep,Republican,None,None,None,None,ID,0.03770842403173447,0,0,0,0,1,0,0,0,0,0,0,0
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Agricultural Research Service,Buildings and Facilities,National Center for Agricultural Utilization Research Expansion,IL,4500000.0,H,Darin LaHood,L000585,rep,Republican,Cheri Bustos,B001286,rep,Democrat,IL,0.7895954847335815,0,0,1,0,1,1,0,0,0,0,0,0
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Agricultural Research Service,Buildings and Facilities,Sugarcane Research Unit Improvements,LA,10000000.0,H,Garret Graves,G000577,rep,Republican,None,None,None,None,LA,1.050789713859558,1,0,0,1,0,0,1,0,0,1,1,0
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Agricultural Research Service,Buildings and Facilities,Center for Agricultural Animal Genetic Engineering and Health,MO,4000000.0,H,Blaine Luetkemeyer,L000569,rep,Republican,None,None,None,None,MO,1.1450607776641846,0,0,0,0,1,0,0,1,0,0,0,0
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Rural Development,Community Facilities,Kiana Fire Response and Equipment,AK,3350000.0,H,Todd Young,Y000064,sen,Republican,None,None,None,None,IN,0.30997785925865173,0,1,0,0,1,0,0,0,0,0,0,0
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Rural Development,Community Facilities,Kodiak Fire Station Replacement,AK,7000000.0,H,Todd Young,Y000064,sen,Republican,None,None,None,None,IN,0.30997785925865173,0,1,0,0,1,0,0,0,0,0,0,0
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Rural Development,Community Facilities,Atmore Revitalization Project,AL,885000.0,H,Jerry L. Carl,C001054,rep,Republican,None,None,None,None,AL,0.0848439559340477,0,0,1,0,0,0,1,0,1,0,0,0
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Rural Development,Community Facilities,Cochise County Animal Shelter,AZ,1100000.0,H,Ann Kirkpatrick,K000368,rep,Democrat,None,None,None,None,AZ,0.21887753903865814,1,0,0,0,1,0,0,0,0,0,1,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Rural Development,Community Facilities,Desert Valley Senior Center,AZ,16800.0,H,Raúl M. Grijalva,G000551,rep,Democrat,None,None,None,None,AZ,3.569338798522949,0,0,0,0,0,0,1,1,0,0,0,1
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Rural Development,Community Facilities,Sewer and Storm Drain Cleaner Truck,CA,262900.0,H,Doug LaMalfa,L000578,rep,Republican,None,None,None,None,CA,0.6569429636001587,1,0,0,1,0,0,0,0,0,1,1,0
"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",Rural Development,Community Facilities,Northfield Fire Department Modernization,CT,225000.0,H,Jahana Hayes,H001081,rep,Democrat,None,None,None,None,CT,1.457501769065857,1,0,0,0,0,0,0,1,0,0,1,1
